epoch,cross_entropy_loss
247,2.484697859754959
248,2.4839019162004075
249,2.4831095485541352
250,2.4823207311876256
251,2.4815354387170667
252,2.4807536460003057
253,2.479975328133848
254,2.4792004604499094
255,2.478429018513516
256,2.4776609781196504
257,2.476896315290447
258,2.476135006272427
259,2.4753770275337854
260,2.4746223557617117
261,2.4738709678597655
262,2.4731228409452806
263,2.4723779523468203
264,2.471636279601665
265,2.4708978004533466
266,2.470162492849211
267,2.4694303349380298
268,2.4687013050676394
269,2.467975381782621
270,2.4672525438220148
271,2.4665327701170674
272,2.465816039789016
273,2.4651023321469028
274,2.4643916266854258
275,2.4636839030828166
276,2.462979141198754
277,2.462277321072305
278,2.461578422919901
279,2.4608824271333356
280,2.4601893142778
281,2.459499065089942
282,2.4588116604759525
283,2.4581270815096814
284,2.457445309430782
285,2.4567663256428776
286,2.4560901117117573
287,2.455416649363596
288,2.454745920483198
289,2.4540779071122714
290,2.4534125914477163
291,2.4527499558399457
292,2.4520899827912275
293,2.451432654954044
294,2.450777955129482
295,2.4501258662656396
296,2.449476371456056
297,2.4488294539381608
298,2.4481850970917503
299,2.447543284437477
300,2.446903999635362
301,2.446267226483329
302,2.4456329489157573
303,2.4450011510020495
304,2.444371816945226
305,2.4437449310805297
306,2.443120477874057
307,2.4424984419213978
308,2.4418788079463023
309,2.441261560799357
310,2.4406466854566857
311,2.440034167018658
312,2.439423990708623
313,2.4388161418716527
314,2.438210605973309
315,2.437607368598415
316,2.4370064154498516
317,2.4364077323473667
318,2.4358113052263977
319,2.4352171201369077
320,2.4346251632422415
321,2.434035420817989
322,2.4334478792508687
323,2.4328625250376197
324,2.4322793447839133
325,2.43169832520327
326,2.4311194531159983
327,2.4305427154481403
328,2.4299680992304324
329,2.4293955915972787
330,2.4288251797857354
331,2.42825685113451
332,2.4276905930829686
333,2.4271263931701594
334,2.4265642390338447
335,2.4260041184095447
336,2.4254460191295952
337,2.4248899291222124
338,2.424335836410573
339,2.4237837291118995
340,2.4232335954365634
341,2.4226854236871938
342,2.422139202257794
343,2.421594919632879
344,2.421052564386608
345,2.4205121251819404
346,2.4199735907697937
347,2.4194369499882136
348,2.4189021917615516
349,2.418369305099656
350,2.4178382790970683
351,2.4173091029322284
352,2.416781765866695
353,2.4162562572443638
354,2.415732566490706
355,2.415210683112008
356,2.414690596694622
357,2.4141722969042245
358,2.4136557734850825
359,2.413141016259331
360,2.412628015126254
361,2.4121167600615743
362,2.411607241116756
363,2.4110994484183084
364,2.410593372167099
365,2.4100890026376773
366,2.4095863301776044
367,2.4090853452067846
368,2.4085860382168143
369,2.4080883997703286
370,2.407592420500362
371,2.4070980911097086
372,2.4066054023702974
373,2.4061143451225693
374,2.405624910274858
375,2.4051370888027876
376,2.404650871748665
377,2.404166250220886
378,2.4036832153933445
379,2.403201758504852
380,2.4027218708585565
381,2.4022435438213736
382,2.4017667688234208
383,2.4012915373574577
384,2.400817840978333
385,2.400345671302437
386,2.3998750200071592
387,2.399405878830351
388,2.3989382395697976
389,2.39847209408269
390,2.3980074342851068
391,2.3975442521514974
392,2.3970825397141753
393,2.3966222890628135
394,2.396163492343944
395,2.3957061417604653
396,2.395250229571154
397,2.39479574809018
398,2.3943426896866282
399,2.3938910467840238
400,2.3934408118598647
